# Time [yrs]	Index
-107200.0	0.11983884226560258
-107000.0	0.27627741767833336
-106900.0	0.38636277892165805
-106700.0	0.6185743966512088
-106500.0	0.7521535994600382
-106400.0	0.7489777237159881
-106200.0	0.6018002487129179
-106000.0	0.352263848086956
-105900.0	0.23211828197643236
-105700.0	0.06544984862204999
-105500.0	0.013786718046582958
-105400.0	0.017729095311651368
-105200.0	0.03857477565945896
-105000.0	0.029104206524519782
-104900.0	0.005257031038530698
-104700.0	-0.07569092224808387
-104500.0	-0.18693949135209528
-104400.0	-0.2511898796451689
-104200.0	-0.40064353072735653
-104000.0	-0.5823026246260818
-103900.0	-0.6807947249391035
-103700.0	-0.8606658146721402
-103500.0	-0.9526809938533377
-103400.0	-0.9437977142923244
-103200.0	-0.8064751016721161
-103000.0	-0.5623080736060584
-102900.0	-0.4354844832404628
-102700.0	-0.24169142034358299
-102500.0	-0.16102415628097586
-102400.0	-0.14994604685560367
-102200.0	-0.12225561395188524
-102000.0	-0.018163731883374994
-101900.0	0.06598931529765796
-101700.0	0.24755407372004753
-101500.0	0.3485729997019438
-101400.0	0.34364860600837976
-101200.0	0.23233863847120967
-101000.0	0.07215988463284377
-100900.0	0.01311764893127767
-100700.0	-0.014225047776935413
-100500.0	0.06603204193991877
-100400.0	0.12091216010351508
-100200.0	0.19648392091985495
-100000.0	0.1803285228237856
-99900.0	0.1395961834365998
-99700.0	0.03010218328565068
-99500.0	-0.06116435099179734
-99400.0	-0.08653611107691757
-99200.0	-0.09428884730820798
-99000.0	-0.06243520602322684
-98900.0	-0.04044883718193626
-98700.0	0.000364040480854797
-98500.0	0.022727594700165072
-98400.0	0.025106232117416197
-98200.0	0.020846382358432152
-98000.0	0.033637224173416316
-97900.0	0.05790458613189125
-97700.0	0.1461479252443464
-97500.0	0.2454117116213318
-97400.0	0.27268382879139097
-97200.0	0.23987588086482567
-97000.0	0.10595274620478157
-96900.0	0.03355180748642019
-96700.0	-0.0327400600453239
-96500.0	0.06171757988216072
-96400.0	0.15205637176320444
-96200.0	0.3140902078596281
-96000.0	0.3277514247685161
-95900.0	0.2705029030187978
-95700.0	0.11683432725566593
-95500.0	0.07843866300965353
-95400.0	0.13923694025097275
-95200.0	0.3751343427238228
-95000.0	0.5882220610574908
-94900.0	0.6250624547962363
-94700.0	0.5372689327995407
-94500.0	0.3551841004376556
-94400.0	0.29149955684116957
-94200.0	0.28613059492064413
-94000.0	0.38924932035189264
-93900.0	0.43144890658151647
-93700.0	0.4153614920586258
-93500.0	0.2722162455408146
-93400.0	0.18944098344307117
-93200.0	0.08679801749179233
-93000.0	0.10317363885664906
-92900.0	0.13763182338626553
-92700.0	0.18998399090920198
-92500.0	0.16502378713832863
-92400.0	0.12565675881515606
-92200.0	0.03255909821846719
-92000.0	-0.03226959043448932
-91900.0	-0.047799812407377885
-91700.0	-0.05563497395544084
-91500.0	-0.055385953973894606
-91400.0	-0.05914609937402176
-91200.0	-0.0845637169938355
-91000.0	-0.13970853991416218
-90900.0	-0.17472019992253576
-90700.0	-0.2304641034054911
-90500.0	-0.2148550480119485
-90400.0	-0.16854182499544398
-90200.0	-0.021504914468564607
-90000.0	0.11145985844921712
-89900.0	0.13840330359547642
-89700.0	0.08902123650687023
-89500.0	-0.047332331058725176
-89400.0	-0.11537393597784837
-89200.0	-0.20793358147394944
-89000.0	-0.25797642357883444
-88900.0	-0.28845377791328913
-88700.0	-0.38960842293406245
-88500.0	-0.5196633109511419
-88400.0	-0.5726353628317404
-88200.0	-0.6267352393611046
-88000.0	-0.6456545677110862
-87900.0	-0.6694133743992082
-87700.0	-0.7768366933813737
-87500.0	-0.9135538554760531
-87400.0	-0.9511909697667981
-87200.0	-0.8963376517692474
-87000.0	-0.6841753911287364
-86900.0	-0.5599223052459648
-86700.0	-0.3730059533652262
-86500.0	-0.3127973966421178
-86400.0	-0.3100053227564464
-86200.0	-0.28123278611370967
-86000.0	-0.1730878417364902
-85900.0	-0.10286608436261
-85700.0	0.003719948984520727
-85500.0	0.021416048552963602
-85400.0	0.010458374676329926
-85200.0	0.01763964204483568
-85000.0	0.11697737204387272
-84900.0	0.19066712881006476
-84700.0	0.31372112459786133
-84500.0	0.3314437705491339
-84400.0	0.3033975384756342
-84200.0	0.24341779607285446
-84000.0	0.27859187283835074
-83900.0	0.34677490494513735
-83700.0	0.5464111953140878
-83500.0	0.7362013671206611
-83400.0	0.7987287095869
-83200.0	0.8415050522700339
-83000.0	0.7943436914192081
-82900.0	0.7490497590681611
-82700.0	0.6391540910825873
-82500.0	0.5360980588372265
-82400.0	0.49914138630153854
-82200.0	0.46303516195465844
-82000.0	0.4467148969437978
-81900.0	0.42296320064704657
-81700.0	0.30535836016573165
-81500.0	0.10683686700052462
-81400.0	0.005941138511715522
-81200.0	-0.12478421762805898
-81000.0	-0.12221132639473761
-80900.0	-0.08822031291395527
-80700.0	-0.033869267118930686
-80500.0	-0.068334532311452
-80400.0	-0.11404358246754152
-80200.0	-0.19333363186853172
-80000.0	-0.17579918023035668
-79900.0	-0.1295014888698053
-79700.0	-0.029581918850699
-79500.0	-0.022841829282327426
-79400.0	-0.06796364139925558
-79200.0	-0.20365020236373932
-79000.0	-0.28911471552645346
-78900.0	-0.28857642790442006
-78700.0	-0.22995059689216904
-78500.0	-0.20120288946076614
-78400.0	-0.23087524072620608
-78200.0	-0.3743941085893717
-78000.0	-0.5333956883488018
-77900.0	-0.5759326500667424
-77700.0	-0.5467054641333616
-77500.0	-0.40770789784947004
-77400.0	-0.3325962468670369
-77200.0	-0.2375556332047233
-77000.0	-0.242336526413581
-76900.0	-0.2716102566356624
-76700.0	-0.3418096588677
-76500.0	-0.38970714805666046
-76400.0	-0.4021822572198507
-76300.0	-0.4099598205319212
-76200.0	-0.41526419976207074
-76000.0	-0.4215073066472914
-75900.0	-0.4184598038763146
-75800.0	-0.4055442694256584
-75700.0	-0.3780152420847454
-75500.0	-0.2634394453148821
-75400.0	-0.173788920829224
-75300.0	-0.06488938330732956
-75200.0	0.05945333009041741
-75000.0	0.3330148101171536
-74900.0	0.4715003197764197
-74800.0	0.6046073684370697
-74700.0	0.7272015372201197
-74500.0	0.9195776542184522
-74400.0	0.9769006322338935
-74300.0	0.9998505568832952
-74200.0	0.9844166395577831
-74000.0	0.8402405716974926
-73900.0	0.725607965265416
-73800.0	0.600132047374372
-73700.0	0.47936952947857586
-73500.0	0.30239254308054764
-73400.0	0.25427230866900463
-73300.0	0.223892426849599
-73200.0	0.1958876670781142
-73000.0	0.07925346067126583
-72900.0	-0.028198113407985354
-72800.0	-0.16223433026320883
-72700.0	-0.30337652374615465
-72500.0	-0.4945676886239725
-72400.0	-0.49470955106492887
-72300.0	-0.41722000455590985
-72200.0	-0.2722091325839176
-72000.0	0.10560506312909826
-71900.0	0.26718141721353056
-71800.0	0.3731863803693388
-71700.0	0.4148733636096048
-71500.0	0.3660979810853685
-71400.0	0.33749126766871934
-71300.0	0.34899807036315034
-71200.0	0.4191433771875329
-71000.0	0.7107239636474073
-70900.0	0.8768723856771679
-70800.0	1.0068402698375654
-70700.0	1.0692182898969331
-70500.0	0.9514867247480068
-70400.0	0.7987162410915571
-70300.0	0.6232502291674857
-70200.0	0.4578873585039044
-70000.0	0.23298571199721696
-69900.0	0.17228707465404322
-69800.0	0.1238610555110875
-69700.0	0.06526657276355718
-69500.0	-0.13246244699967874
-69400.0	-0.26340616673681055
-69300.0	-0.3899278060627222
-69200.0	-0.4859699558049033
-69000.0	-0.5168016677733679
-68900.0	-0.44985081039922664
-68800.0	-0.3500311962996033
-68700.0	-0.24476020752104116
-68500.0	-0.11331246316980552
-68400.0	-0.10966465876877599
-68300.0	-0.14137398143442723
-68200.0	-0.19175775023827993
-68000.0	-0.2801472447021409
-67900.0	-0.299362727650336
-67800.0	-0.3045400677066251
-67700.0	-0.30684847737896404
-67500.0	-0.34578724235662567
-67400.0	-0.3895689096764557
-67300.0	-0.44088805459970465
-67200.0	-0.4854496311798471
-67000.0	-0.5039641098921889
-66900.0	-0.4695913051385666
-66800.0	-0.4160019440836123
-66700.0	-0.3601713533776556
-66500.0	-0.30974328926613615
-66400.0	-0.3342962986351404
-66300.0	-0.3889109850512504
-66200.0	-0.45963152237493315
-66000.0	-0.5788174352068166
-65900.0	-0.5986811937202764
-65800.0	-0.5845964060638386
-65700.0	-0.5414298300714137
-65500.0	-0.41028291868287353
-65300.0	-0.2940185106098615
-65200.0	-0.2585591076403033
-65000.0	-0.2395721522935515
-64800.0	-0.2783653555199316
-64700.0	-0.31011471617677633
-64500.0	-0.35827396243217974
-64300.0	-0.31284177391436924
-64200.0	-0.2365855994932458
-64000.0	-0.01024314390443523
-63700.0	0.16660569580414533
-63600.0	0.09325504400867239
-63500.0	-0.050513187295441235
-63200.0	-0.6156066065466617
-63100.0	-0.7255230092627668
-63000.0	-0.7541862597545063
-62700.0	-0.46064756714770033
-62600.0	-0.3363608102216783
-62500.0	-0.249070626481815
-62200.0	-0.23310454716056075
-62100.0	-0.24873042645486498
-62000.0	-0.235162717661485
-61700.0	0.012778859839131797
-61600.0	0.11273521969366238
-61500.0	0.18498520314370348
-61200.0	0.1983021239316567
-61100.0	0.18209396443690798
-61000.0	0.1898467623915345
-60700.0	0.3840748501750985
-60600.0	0.45368779547124777
-60500.0	0.4882415019455081
-60200.0	0.35060202733116824
-60100.0	0.28545711489767506
-60000.0	0.25809341542110215
-59700.0	0.501183215589064
-59600.0	0.6409140239094121
-59500.0	0.7597511388463792
-59200.0	0.8251576528635961
-59100.0	0.7779385206236148
-59000.0	0.7405436245897239
-58700.0	0.8562001316806453
-58600.0	0.9426357533498771
-58500.0	1.003767658031663
-58200.0	0.8037537944879507
-58100.0	0.6231849547205668
-58000.0	0.438389078909076
-57700.0	0.2139024173616174
-57600.0	0.28661143834602026
-57500.0	0.4001709905927473
-57200.0	0.6164712536220182
-57100.0	0.570658552983557
-57000.0	0.470396495270551
-56700.0	0.0809931570721927
-56600.0	-0.017089125063894605
-56500.0	-0.09651286586640229
-56200.0	-0.3428194133112705
-56100.0	-0.4450318652179822
-56000.0	-0.539735141316168
-55700.0	-0.5716040404455778
-55600.0	-0.4659410411511222
-55500.0	-0.3221030202089862
-55200.0	0.02783731701536567
-55100.0	0.0357391431188039
-55000.0	-0.0157189898880668
-54700.0	-0.2869839515054023
-54600.0	-0.3285123571437536
-54500.0	-0.32475740371381656
-54200.0	-0.15625165622344583
-54100.0	-0.10508994052110424
-54000.0	-0.07116452522793909
-53700.0	0.014292951131186228
-53600.0	0.07688925573423462
-53500.0	0.15997142790410507
-53200.0	0.36543068085721225
-53100.0	0.3533740974387861
-53000.0	0.28786561804312577
-52700.0	-0.049130382637938036
-52600.0	-0.11522682739371831
-52500.0	-0.12396754865508998
-52200.0	0.11354808603214785
-52100.0	0.19341801568647868
-52000.0	0.22652834162985933
-51700.0	-0.014347678874734272
-51600.0	-0.1559121196707832
-51500.0	-0.2844467590472954
-51200.0	-0.4376558667753721
-51100.0	-0.4214151256718724
-51000.0	-0.39831176384455413
-50700.0	-0.4225067849396855
-50600.0	-0.4610699888720201
-50500.0	-0.49529695793317274
-50200.0	-0.4610561888098065
-50100.0	-0.40867391277947446
-50000.0	-0.35858154766343914
-49700.0	-0.3773216420319444
-49600.0	-0.4503356050547019
-49500.0	-0.5367671432382185
-49200.0	-0.671423684272613
-49100.0	-0.636761266458715
-49000.0	-0.5695779611030123
-48700.0	-0.37075083370472456
-48600.0	-0.360488528702529
-48500.0	-0.3842113494677923
-48200.0	-0.5052736724043602
-48100.0	-0.5023295949372689
-48000.0	-0.46131318979318214
-47700.0	-0.1948452210408729
-47600.0	-0.10685748735315122
-47500.0	-0.037073652966107574
-47200.0	0.11360370380914421
-47100.0	0.1843939690802952
-47000.0	0.28162539626321564
-46700.0	0.6688535403359551
-46600.0	0.7762011992662359
-46500.0	0.8440827184116639
-46200.0	0.7824963740619018
-46100.0	0.7050974884239625
-46000.0	0.6249718546054427
-45700.0	0.44538714658053347
-45600.0	0.3986542940883459
-45500.0	0.34471309136364553
-45200.0	0.1053699769873841
-45100.0	0.013687591796916592
-45000.0	-0.06900404367581851
-44700.0	-0.22468014702895106
-44600.0	-0.25684559795215556
-44500.0	-0.291432235573193
-44200.0	-0.41608397354193494
-44100.0	-0.43798587273597095
-44000.0	-0.42850115960425833
-43700.0	-0.16548500988719286
-43600.0	-0.025837817137169965
-43500.0	0.10969832162555898
-43200.0	0.33313106557800376
-43100.0	0.3298969507080186
-43000.0	0.29877106626944056
-42700.0	0.1368182304913244
-42600.0	0.0736048009857585
-42500.0	0.0011773868990574811
-42200.0	-0.27820204099653745
-42100.0	-0.36439018054884775
-42000.0	-0.41894178702189355
-41700.0	-0.2718822337276548
-41600.0	-0.13232085994669165
-41500.0	0.015265622536412891
-41200.0	0.21688219109026435
-41100.0	0.1547833926655525
-41000.0	0.04385974588587591
-40700.0	-0.2621828243158102
-40600.0	-0.2610581221566779
-40500.0	-0.19561676632395017
-40200.0	0.14452291798751635
-40100.0	0.19633005143783286
-40000.0	0.18167159848266765
-39700.0	-0.13634726933399785
-39600.0	-0.22484651679627138
-39500.0	-0.2473254121639869
-39200.0	0.1554910686186954
-39100.0	0.3787835764790903
-39000.0	0.5854653268438971
-38700.0	0.831263074472165
-38600.0	0.7807935382593373
-38500.0	0.7005153798549222
-38200.0	0.5956787253857738
-38100.0	0.6607990480634311
-38000.0	0.7649027582897088
-37900.0	0.8804472742880715
-37700.0	1.0242297630409332
-37600.0	1.0074619092571433
-37500.0	0.9229630404270744
-37400.0	0.7831550935830379
-37200.0	0.43090012029427815
-37100.0	0.2695741019534547
-37000.0	0.1428537216748183
-36900.0	0.05576309186039343
-36700.0	-0.023708230633841795
-36600.0	-0.04092626951918618
-36500.0	-0.05866938246583169
-36400.0	-0.08131151013267186
-36200.0	-0.13148899522336532
-36100.0	-0.14501760205026173
-36000.0	-0.14218543861712127
-35900.0	-0.12228219308621262
-35700.0	-0.048479198767683106
-35600.0	-0.00966372846750977
-35500.0	0.021762668159487946
-35400.0	0.044752937070311964
-35200.0	0.07592048782179008
-35100.0	0.09171962356034777
-35000.0	0.10805887464218805
-34900.0	0.11747273832424486
-34700.0	0.0675304507433371
-34600.0	-0.015251456015076143
-34500.0	-0.14160940999810473
-34400.0	-0.30036103063264374
-34200.0	-0.6177595116816648
-34100.0	-0.7138386883547214
-34000.0	-0.7325932336282521
-33900.0	-0.6647820127285328
-33700.0	-0.32334477158291525
-33600.0	-0.11789692884174008
-33500.0	0.0524082609638985
-33400.0	0.15058490699523952
-33200.0	0.06450596532799241
-33100.0	-0.09862233614159732
-33000.0	-0.29671690975067067
-32900.0	-0.4856061459419775
-32600.0	-0.6524412204547757
-32500.0	-0.5453444981896478
-32400.0	-0.388233459117893
-32100.0	0.009236051186890486
-32000.0	0.02064827117803176
-31800.0	-0.16769894656339526
-31600.0	-0.4877698703827398
-31500.0	-0.6215914778705723
-31300.0	-0.7244386450214143
-31100.0	-0.5941789028615678
-31000.0	-0.47999506130422365
-30800.0	-0.2819187389876462
-30600.0	-0.25011996507482714
-30500.0	-0.30463581858521027
-30300.0	-0.4703942129460224
-30100.0	-0.5463344940791892
-30000.0	-0.505968696964232
-29800.0	-0.2796747803639034
-29600.0	0.005660030997908599
-29500.0	0.10997944046909089
-29300.0	0.1799834449716956
-29100.0	0.1059442397062503
-29000.0	0.05479443503606964
-28800.0	-0.011737965793984124
-28600.0	-0.028668404372809157
-28500.0	-0.03807363904106157
-28300.0	-0.08612407540262504
-28100.0	-0.13897289535861143
-28000.0	-0.13850757383586848
-27800.0	-0.05143568569288778
-27600.0	0.09735667784330372
-27500.0	0.15026046237848978
-27300.0	0.1374737927504009
-27100.0	-0.025062689637307487
-27000.0	-0.12231764403436195
-26800.0	-0.2466768339511888
-26600.0	-0.2199239877162538
-26500.0	-0.16572427806848478
-26300.0	-0.05305302699412886
-26100.0	-0.005279445991267508
-26000.0	-0.006107745514974596
-25800.0	-0.019324626133423863
-25600.0	-0.010529596221150144
-25500.0	0.0006129618606410219
-25300.0	0.01675876798221634
-25100.0	0.02316934298065226
-25000.0	0.03515774482243239
-24800.0	0.10184332016393295
-24600.0	0.2099999907545876
-24500.0	0.2561588041186524
-24300.0	0.2877963773528138
-24100.0	0.24873748288487435
-24000.0	0.23263674687723404
-23800.0	0.2770072428902092
-23600.0	0.4388175126034575
-23500.0	0.5344776024721248
-23300.0	0.6617024339347445
-23100.0	0.6374535245899504
-23000.0	0.5810371548969854
-22800.0	0.4619716501222467
-22600.0	0.422819702118857
-22500.0	0.43696093064641495
-22300.0	0.4842418789847955
-22100.0	0.49394918003367966
-22000.0	0.4819070068127627
-21800.0	0.458896423875288
-21600.0	0.47467070797549166
-21500.0	0.4911328480144776
-21300.0	0.494690201833391
-21100.0	0.41639306043248475
-21000.0	0.3541407551602828
-20800.0	0.24117564238875097
-20600.0	0.20691903579214965
-20500.0	0.2183894171646604
-20300.0	0.2448616681693997
-20100.0	0.20261014483565698
-20000.0	0.15010752339734387
-19800.0	0.026417802266201777
-19600.0	-0.045760198744371997
-19500.0	-0.0511373128667905
-19300.0	-0.03146494731506423
-19100.0	-0.044954087395880374
-19000.0	-0.08109009477619016
-18800.0	-0.20092137715101557
-18700.0	-0.268149815383825
-18600.0	-0.32821981275220347
-18500.0	-0.377079995716861
-18300.0	-0.4383386660113051
-18200.0	-0.45778769093477756
-18100.0	-0.4767773127507797
-18000.0	-0.49757611645942385
-17800.0	-0.5490304316384773
-17700.0	-0.5757095967595163
-17600.0	-0.5976103299444244
-17500.0	-0.6119990777843478
-17300.0	-0.602742590751832
-17200.0	-0.5745241900575552
-17100.0	-0.5303824711286694
-17000.0	-0.47067753863170697
-16800.0	-0.32399881239689227
-16700.0	-0.25002901534867855
-16600.0	-0.18409777142979125
-16500.0	-0.13206886024822273
-16300.0	-0.06582415441259723
-16200.0	-0.04002431758910383
-16000.0	0.03921344557093491
-15900.0	0.10316569555195167
-15800.0	0.1809661243075035
-15500.0	0.3650753894112456
-15400.0	0.3651315461301184
-15300.0	0.32528745607434056
-15000.0	0.11088137387409075
-14900.0	0.07710520992670257
-14800.0	0.0889906580824196
-14500.0	0.3204081789614078
-14400.0	0.3906214554116786
-14300.0	0.41645686367417595
-14000.0	0.1820696495362725
-13900.0	0.042229519724342766
-13800.0	-0.09098130262153126
-13500.0	-0.33585492935803213
-13400.0	-0.37547587242581465
-13300.0	-0.41710000566641703
-13000.0	-0.6319343941335828
-12900.0	-0.7216487561649888
-12800.0	-0.7968922033429242
-12500.0	-0.8205725770850641
-12400.0	-0.7496231170420891
-12300.0	-0.6488225856810659
-12000.0	-0.23462187112550684
-11900.0	-0.07644592146984582
-11800.0	0.08605357482720018
-11500.0	0.5007815339643497
-11400.0	0.5739535713251446
-11300.0	0.5971518349157942
-11000.0	0.425859562470024
-10900.0	0.3423138087101812
-10800.0	0.27886614320415204
-10500.0	0.25528447059452913
-10400.0	0.27329922535973167
-10300.0	0.2754770423018849
-10000.0	0.12819706295365157
-9900.0	0.05192867478388954
-9800.0	-0.010186874987441065
-9500.0	-0.05245363477991941
-9400.0	-0.04666132333842079
-9300.0	-0.06462947831283848
-9100.0	-0.22596639020683643
-9000.0	-0.3694928848540022
-8900.0	-0.5353670051407903
-8800.0	-0.6952936182355809
-8600.0	-0.9039868318287516
-8500.0	-0.9259982555016685
-8400.0	-0.8942834154648763
-8300.0	-0.8265259668723502
-8100.0	-0.6573248609661843
-8000.0	-0.587409969014524
-7900.0	-0.5376973128517473
-7700.0	-0.4787271560894398
-7500.0	-0.43331026263918204
-7400.0	-0.4098400164532568
-7200.0	-0.3855914788122151
-7000.0	-0.4131748819011565
-6900.0	-0.43945729828860136
-6700.0	-0.46335593219166177
-6500.0	-0.39365351743731103
-6400.0	-0.3216917292755666
-6200.0	-0.15431747119975428
-6000.0	-0.0327983841343206
-5900.0	-0.006962686317738303
-5700.0	-0.010795729606903863
-5500.0	0.0
-5400.0	0.0
-5200.0	0.0
-5000.0	0.0
-4900.0	0.0
-4700.0	0.0
-4500.0	0.0
-4400.0	0.0
-4300.0	0.0
-4200.0	0.0
-4000.0	0.0
-3700.0	0.0
-3600.0	0.0
-3500.0	0.0
-3200.0	0.0
-3100.0	0.0
-3000.0	0.0
-2700.0	0.0
-2600.0	0.0
-2500.0	0.0
-2200.0	0.0
-2100.0	0.0
-2000.0	0.0
-1800.0	0.0
-1600.0	0.0
-1500.0	0.0
-1300.0	0.0
-1100.0	0.0
-1000.0	0.0
-900.0	0.0
-800.0	0.0
-500.0	0.0
-400.0	0.0
-200.0	0.0
-100.0	0.0
0.0	0.0
